id,title,Service ID,HTML
15085,Service 691: Public Right of Way Landscape Management,691,"<p><em>For your reference, the Fiscal 2019 Actual, Fiscal 2020 Adopted, and Fiscal 2021 Current Level of Service (CLS) expenditure and position information have been populated below.</em></p><h4><strong>Fiscal 2019 Actual</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>4,931,129</td><td>0</td><td>4,931,129</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>15</td><td>0</td><td>15</td></tr></tbody></table><h4><strong>Fiscal 2020 Adopted Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>3,897,871</td><td>0</td><td>3,897,871</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>16</td><td>0</td><td>16</td></tr></tbody></table><h4><strong>Fiscal 2021 Current Level of Service Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>3,941,316</td><td>0</td><td>3,941,316</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>16</td><td>0</td><td>16</td></tr></tbody></table>"
15086,Service 692: Bridge and Culvert Management,692,"<p><em>For your reference, the Fiscal 2019 Actual, Fiscal 2020 Adopted, and Fiscal 2021 Current Level of Service (CLS) expenditure and position information have been populated below.</em></p><h4><strong>Fiscal 2019 Actual</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>3,561,615</td><td>0</td><td>3,561,615</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>40</td><td>0</td><td>40</td></tr></tbody></table><h4><strong>Fiscal 2020 Adopted Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>3,631,232</td><td>0</td><td>3,631,232</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>40</td><td>0</td><td>40</td></tr></tbody></table><h4><strong>Fiscal 2021 Current Level of Service Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>3,790,056</td><td>0</td><td>3,790,056</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>40</td><td>0</td><td>40</td></tr></tbody></table>"
15087,Service 693: Parking Enforcement,693,"<p><em>For your reference, the Fiscal 2019 Actual, Fiscal 2020 Adopted, and Fiscal 2021 Current Level of Service (CLS) expenditure and position information have been populated below.</em></p><h4><strong>Fiscal 2019 Actual</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>0</td><td>14,638,244</td><td>14,638,244</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>0</td><td>154</td><td>154</td></tr></tbody></table><h4><strong>Fiscal 2020 Adopted Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>0</td><td>15,447,601</td><td>15,447,601</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>0</td><td>155</td><td>155</td></tr></tbody></table><h4><strong>Fiscal 2021 Current Level of Service Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>0</td><td>15,844,416</td><td>15,844,416</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>0</td><td>155</td><td>155</td></tr></tbody></table>"
15088,Service 694: Survey Control,694,"<p><em>For your reference, the Fiscal 2019 Actual, Fiscal 2020 Adopted, and Fiscal 2021 Current Level of Service (CLS) expenditure and position information have been populated below.</em></p><h4><strong>Fiscal 2019 Actual</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>663,665</td><td>0</td><td>663,665</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>10</td><td>0</td><td>10</td></tr></tbody></table><h4><strong>Fiscal 2020 Adopted Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>272,013</td><td>0</td><td>272,013</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>10</td><td>0</td><td>10</td></tr></tbody></table><h4><strong>Fiscal 2021 Current Level of Service Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>308,029</td><td>0</td><td>308,029</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>10</td><td>0</td><td>10</td></tr></tbody></table>"
15089,Service 695: Dock Master,695,"<p><em>For your reference, the Fiscal 2019 Actual, Fiscal 2020 Adopted, and Fiscal 2021 Current Level of Service (CLS) expenditure and position information have been populated below.</em></p><h4><strong>Fiscal 2019 Actual</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>0</td><td>143,672</td><td>143,672</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>0</td><td>4</td><td>4</td></tr></tbody></table><h4><strong>Fiscal 2020 Adopted Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>0</td><td>148,134</td><td>148,134</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>0</td><td>2</td><td>2</td></tr></tbody></table><h4><strong>Fiscal 2021 Current Level of Service Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>0</td><td>158,273</td><td>158,273</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>0</td><td>2</td><td>2</td></tr></tbody></table>"
15090,Service 696: Street Cuts Management,696,"<p><em>For your reference, the Fiscal 2019 Actual, Fiscal 2020 Adopted, and Fiscal 2021 Current Level of Service (CLS) expenditure and position information have been populated below.</em></p><h4><strong>Fiscal 2019 Actual</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>478,719</td><td>0</td><td>478,719</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>9</td><td>0</td><td>9</td></tr></tbody></table><h4><strong>Fiscal 2020 Adopted Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>1,004,365</td><td>0</td><td>1,004,365</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>9</td><td>0</td><td>9</td></tr></tbody></table><h4><strong>Fiscal 2021 Current Level of Service Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>954,059</td><td>0</td><td>954,059</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>9</td><td>0</td><td>9</td></tr></tbody></table>"
15091,Service 697: Traffic Safety,697,"<p><em>For your reference, the Fiscal 2019 Actual, Fiscal 2020 Adopted, and Fiscal 2021 Current Level of Service (CLS) expenditure and position information have been populated below.</em></p><h4><strong>Fiscal 2019 Actual</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>10,892,192</td><td>180,709</td><td>11,072,901</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>381</td><td>3</td><td>384</td></tr></tbody></table><h4><strong>Fiscal 2020 Adopted Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>18,658,878</td><td>510,891</td><td>19,169,769</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>381</td><td>3</td><td>384</td></tr></tbody></table><h4><strong>Fiscal 2021 Current Level of Service Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>19,023,130</td><td>526,734</td><td>19,549,864</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>381</td><td>3</td><td>384</td></tr></tbody></table>"
14928,Service 698: Administration-Finance,698,"<p><em>For your reference, the Fiscal 2019 Actual, Fiscal 2020 Adopted, and Fiscal 2021 Current Level of Service (CLS) expenditure and position information have been populated below.</em></p><h4><strong>Fiscal 2019 Actual</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>1,838,913</td><td>0</td><td>1,838,913</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>12</td><td>0</td><td>12</td></tr></tbody></table><h4><strong>Fiscal 2020 Adopted Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>1,930,465</td><td>0</td><td>1,930,465</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>14</td><td>0</td><td>14</td></tr></tbody></table><h4><strong>Fiscal 2021 Current Level of Service Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>2,161,875</td><td>0</td><td>2,161,875</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>14</td><td>0</td><td>14</td></tr></tbody></table>"
14929,Service 699: Procurement,699,"<p><em>For your reference, the Fiscal 2019 Actual, Fiscal 2020 Adopted, and Fiscal 2021 Current Level of Service (CLS) expenditure and position information have been populated below.</em></p><h4><strong>Fiscal 2019 Actual</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>3,077,345</td><td>0</td><td>3,077,345</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>34</td><td>0</td><td>34</td></tr></tbody></table><h4><strong>Fiscal 2020 Adopted Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>3,624,808</td><td>0</td><td>3,624,808</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>37</td><td>0</td><td>37</td></tr></tbody></table><h4><strong>Fiscal 2021 Current Level of Service Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>3,716,958</td><td>0</td><td>3,716,958</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>37</td><td>0</td><td>37</td></tr></tbody></table>"
14930,Service 700: Surplus Property Disposal,700,"<p><em>For your reference, the Fiscal 2019 Actual, Fiscal 2020 Adopted, and Fiscal 2021 Current Level of Service (CLS) expenditure and position information have been populated below.</em></p><h4><strong>Fiscal 2019 Actual</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>0</td><td>138,695</td><td>138,695</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>0</td><td>2</td><td>2</td></tr></tbody></table><h4><strong>Fiscal 2020 Adopted Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>0</td><td>122,213</td><td>122,213</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>0</td><td>2</td><td>2</td></tr></tbody></table><h4><strong>Fiscal 2021 Current Level of Service Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>0</td><td>156,018</td><td>156,018</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>0</td><td>2</td><td>2</td></tr></tbody></table>"
14931,Service 701: Printing Services,701,"<p><em>For your reference, the Fiscal 2019 Actual, Fiscal 2020 Adopted, and Fiscal 2021 Current Level of Service (CLS) expenditure and position information have been populated below.</em></p><h4><strong>Fiscal 2019 Actual</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>0</td><td>2,974,198</td><td>2,974,198</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>0</td><td>14</td><td>14</td></tr></tbody></table><h4><strong>Fiscal 2020 Adopted Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>0</td><td>3,431,896</td><td>3,431,896</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>0</td><td>14</td><td>14</td></tr></tbody></table><h4><strong>Fiscal 2021 Current Level of Service Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>0</td><td>3,465,584</td><td>3,465,584</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>0</td><td>14</td><td>14</td></tr></tbody></table>"
13669,Service 702: Accounts Payable,702,"<p><em>For your reference, the Fiscal 2019 Actual, Fiscal 2020 Adopted, and Fiscal 2021 Current Level of Service (CLS) expenditure and position information have been populated below.</em></p><h4><strong>Fiscal 2019 Actual</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>1,135,645</td><td>0</td><td>1,135,645</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>13</td><td>0</td><td>13</td></tr></tbody></table><h4><strong>Fiscal 2020 Adopted Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>1,028,253</td><td>0</td><td>1,028,253</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>13</td><td>0</td><td>13</td></tr></tbody></table><h4><strong>Fiscal 2021 Current Level of Service Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>1,060,504</td><td>0</td><td>1,060,504</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>13</td><td>0</td><td>13</td></tr></tbody></table>"
14932,Service 703: Payroll,703,"<p><em>For your reference, the Fiscal 2019 Actual, Fiscal 2020 Adopted, and Fiscal 2021 Current Level of Service (CLS) expenditure and position information have been populated below.</em></p><h4><strong>Fiscal 2019 Actual</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>2,747,190</td><td>0</td><td>2,747,190</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>15</td><td>0</td><td>15</td></tr></tbody></table><h4><strong>Fiscal 2020 Adopted Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>3,527,572</td><td>0</td><td>3,527,572</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>15</td><td>0</td><td>15</td></tr></tbody></table><h4><strong>Fiscal 2021 Current Level of Service Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>3,626,701</td><td>0</td><td>3,626,701</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>15</td><td>0</td><td>15</td></tr></tbody></table>"
13671,Service 704: Accounting,704,"<p><em>For your reference, the Fiscal 2019 Actual, Fiscal 2020 Adopted, and Fiscal 2021 Current Level of Service (CLS) expenditure and position information have been populated below.</em></p><h4><strong>Fiscal 2019 Actual</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>3,263,066</td><td>0</td><td>3,263,066</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>28</td><td>0</td><td>28</td></tr></tbody></table><h4><strong>Fiscal 2020 Adopted Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>1,831,274</td><td>0</td><td>1,831,274</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>28</td><td>0</td><td>28</td></tr></tbody></table><h4><strong>Fiscal 2021 Current Level of Service Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>2,071,448</td><td>0</td><td>2,071,448</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>28</td><td>0</td><td>28</td></tr></tbody></table>"
15127,Service 707: Risk Management for Employee Injuries,707,"<p><em>For your reference, the Fiscal 2019 Actual, Fiscal 2020 Adopted, and Fiscal 2021 Current Level of Service (CLS) expenditure and position information have been populated below.</em></p><h4><strong>Fiscal 2019 Actual</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>0</td><td>6,692,429</td><td>6,692,429</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>0</td><td>16</td><td>16</td></tr></tbody></table><h4><strong>Fiscal 2020 Adopted Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>0</td><td>8,817,673</td><td>8,817,673</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>0</td><td>16</td><td>16</td></tr></tbody></table><h4><strong>Fiscal 2021 Current Level of Service Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>0</td><td>9,013,334</td><td>9,013,334</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>0</td><td>16</td><td>16</td></tr></tbody></table>"
14934,Service 708: Operating Budget Management,708,"<p><em>For your reference, the Fiscal 2019 Actual, Fiscal 2020 Adopted, and Fiscal 2021 Current Level of Service (CLS) expenditure and position information have been populated below.</em></p><h4><strong>Fiscal 2019 Actual</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>1,918,354</td><td>0</td><td>1,918,354</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>15</td><td>0</td><td>15</td></tr></tbody></table><h4><strong>Fiscal 2020 Adopted Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>2,012,063</td><td>0</td><td>2,012,063</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>17</td><td>0</td><td>17</td></tr></tbody></table><h4><strong>Fiscal 2021 Current Level of Service Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>2,014,927</td><td>0</td><td>2,014,927</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>17</td><td>0</td><td>17</td></tr></tbody></table>"
14935,Service 710: Fiscal Integrity and Recovery,710,"<p><em>For your reference, the Fiscal 2019 Actual, Fiscal 2020 Adopted, and Fiscal 2021 Current Level of Service (CLS) expenditure and position information have been populated below.</em></p><h4><strong>Fiscal 2019 Actual</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>874,172</td><td>0</td><td>874,172</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>6</td><td>0</td><td>6</td></tr></tbody></table><h4><strong>Fiscal 2020 Adopted Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>1,177,595</td><td>0</td><td>1,177,595</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>7</td><td>0</td><td>7</td></tr></tbody></table><h4><strong>Fiscal 2021 Current Level of Service Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>1,281,151</td><td>0</td><td>1,281,151</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>7</td><td>0</td><td>7</td></tr></tbody></table>"
14936,Service 711: Finance Project Management,711,"<p><em>For your reference, the Fiscal 2019 Actual, Fiscal 2020 Adopted, and Fiscal 2021 Current Level of Service (CLS) expenditure and position information have been populated below.</em></p><h4><strong>Fiscal 2019 Actual</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>217,401</td><td>1,460</td><td>218,861</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>1</td><td>0</td><td>1</td></tr></tbody></table><h4><strong>Fiscal 2020 Adopted Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>0</td><td>0</td><td>0</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>1</td><td>0</td><td>1</td></tr></tbody></table><h4><strong>Fiscal 2021 Current Level of Service Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>646,206</td><td>0</td><td>646,206</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>1</td><td>0</td><td>1</td></tr></tbody></table>"
14958,Service 715: Administration-Health,715,"<p><em>For your reference, the Fiscal 2019 Actual, Fiscal 2020 Adopted, and Fiscal 2021 Current Level of Service (CLS) expenditure and position information have been populated below.</em></p><h4><strong>Fiscal 2019 Actual</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>4,220,062</td><td>951,149</td><td>5,171,211</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>50</td><td>4</td><td>54</td></tr></tbody></table><h4><strong>Fiscal 2020 Adopted Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>4,290,359</td><td>9,323,684</td><td>13,614,043</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>54</td><td>1</td><td>55</td></tr></tbody></table><h4><strong>Fiscal 2021 Current Level of Service Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>4,558,710</td><td>9,539,078</td><td>14,097,788</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>54</td><td>1</td><td>55</td></tr></tbody></table>"
13702,Service 716: Animal Services,716,"<p><em>For your reference, the Fiscal 2019 Actual, Fiscal 2020 Adopted, and Fiscal 2021 Current Level of Service (CLS) expenditure and position information have been populated below.</em></p><h4><strong>Fiscal 2019 Actual</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>3,155,196</td><td>0</td><td>3,155,196</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>21</td><td>0</td><td>21</td></tr></tbody></table><h4><strong>Fiscal 2020 Adopted Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>3,680,648</td><td>0</td><td>3,680,648</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>21</td><td>0</td><td>21</td></tr></tbody></table><h4><strong>Fiscal 2021 Current Level of Service Budget</strong></h4><table><tbody><tr><td>&nbsp;</td><td><strong>General Fund</strong></td><td><strong>Other Funds</strong></td><td><strong>Total</strong></td></tr><tr><td><strong>Expenditures</strong></td><td>3,523,030</td><td>0</td><td>3,523,030</td></tr><tr><td><strong>Funded Full Time Positions</strong></td><td>21</td><td>0</td><td>21</td></tr></tbody></table>"
