Service ID,Service Name,Type,PMID,Priority Measure,2015,2016,2017,2018,2019,2020,FY 2015,FY 2016,FY 2017,FY 2018,FY 2019,FY 2020
15008,Service 791: BCPS Alternative Options Academy for Youth,Output,97605,# of students attending non-traditional high school accessing workforce development services through YO Academy,120,150,150,120,125,120,0,0,0,0,0,0
15009,Service 792: Workforce Services for TANF Recipients,Effectiveness,92288,# of Baltimore City TANF participants receiving services,150,2000,2000,2000,1500,1500,0,0,0,0,0,0
15009,Service 792: Workforce Services for TANF Recipients,Outcome,92289,"% of Baltimore City TANF participants who enroll in Employment Continuum, obtain employment, and remain on the job for eight consecutive weeks",60,60,50,50,50,75,0,0,0,0,0,0
15009,Service 792: Workforce Services for TANF Recipients,Output,92332,% of enrolled TANF participants who are placed in a full time unsubsidized job,0,0,50,50,50,50,0,0,0,0,0,0
15009,Service 792: Workforce Services for TANF Recipients,Efficiency,99083,Average $ cost per jobseeker for the Employment Continuum,1732,1500,1500,1469,1000,1885,0,0,0,0,0,0
15010,Service 793: Employment Enhancement Services for Baltimore City Residents,Outcome,92283,# of certifications aquired through digital learning lab,750,825,300,300,250,300,0,0,0,0,0,0
15010,Service 793: Employment Enhancement Services for Baltimore City Residents,Effectiveness,92285,# of Baltimore City registrants that obtain job placements through the career center network,1400,1600,1700,1785,2250,2250,0,0,0,0,0,0
15010,Service 793: Employment Enhancement Services for Baltimore City Residents,Output,92286,# of Baltimore City residents who acquired 21st century job skills,5800,6040,7250,7613,8500,9000,0,0,0,0,0,0
15010,Service 793: Employment Enhancement Services for Baltimore City Residents,Effectiveness,92287,# of Baltimore City residents who upgrade their computer skills,1000,1600,1600,1650,1250,1250,0,0,0,0,0,0
15010,Service 793: Employment Enhancement Services for Baltimore City Residents,Efficiency,99082,Cost per participant ($) to obtain an occupational certification in a high growth industry,3000,3000,3000,3000,3000,3000,0,0,0,0,0,0
15012,Service 795: Workforce Services for Baltimore Residents,Output,92279,# City residents who received employment assistance services through the career center network,24000,24000,24000,24000,30000,30000,0,0,0,0,0,0
15012,Service 795: Workforce Services for Baltimore Residents,Effectiveness,92280,% of customers who receive at least one service and rate the services good or excellent,85,85,85,90,90,90,0,0,0,0,0,0
15012,Service 795: Workforce Services for Baltimore Residents,Outcome,92281,% of jobseekers who commence service delivery from the one-stop centers and are also employed one year later,64,64,55,55,55,57,0,0,0,0,0,0
15012,Service 795: Workforce Services for Baltimore Residents,Outcome,92330,% of jobseekers who commence service delivery from the one-stop centers and obtain employment and remain employed for at least 120 days,42,44,55,55,55,58,0,0,0,0,0,0
15012,Service 795: Workforce Services for Baltimore Residents,Efficiency,99081,Average $ cost per participant to provide employment assistance services to Baltimore City jobseekers ,185,185,185,185,185,185,0,0,0,0,0,0
15013,Service 796: Workforce Services for Ex-Offenders,Output,92275,# of Baltimore City ex-offenders who receive employment assistance services through the Re-Entry Center,1800,1800,1800,2000,2000,2000,0,0,0,0,0,0
15013,Service 796: Workforce Services for Ex-Offenders,Outcome,92276,# of ex-offenders who received at least one service and obtained employment,400,400,480,500,450,450,0,0,0,0,0,0
15013,Service 796: Workforce Services for Ex-Offenders,Effectiveness,92277,% of customers who receive at least one service and rate the services good or excellent,85,85,95,95,97,95,0,0,0,0,0,0
15013,Service 796: Workforce Services for Ex-Offenders,Efficiency,92278,Average $ cost per participant to provide employment assistance services to Baltimore City ex-offender job seekers,250,250,250,250,250,250,0,0,0,0,0,0
15014,Service 797: Workforce Services for Out of School Youth-Youth Opportunity,Output,92271,% of vulnerable youth connected to community-based educational services,60,60,50,50,50,50,0,0,0,0,0,0
15014,Service 797: Workforce Services for Out of School Youth-Youth Opportunity,Outcome,92272,% of Youth Opportunity participants who avoid becoming involved in the juvenile or adult criminal justice system while enrolled,95,95,95,95,96,96,0,0,0,0,0,0
15014,Service 797: Workforce Services for Out of School Youth-Youth Opportunity,Effectiveness,92274,Average monthly participation rate (%),80,80,80,80,82,82,0,0,0,0,0,0
15014,Service 797: Workforce Services for Out of School Youth-Youth Opportunity,Outcome,97607,% of vulnerable youth who acquire 21st Century Job Readiness Skills as measured by a formal assessment tool,85,85,85,85,85,85,0,0,0,0,0,0
15014,Service 797: Workforce Services for Out of School Youth-Youth Opportunity,Output,97608,# of Youth Opportunity participants ,700,850,850,850,850,850,0,0,0,0,0,0
15015,Service 798: YouthWorks Summer Job Program,Outcome,92267,"# Baltimore City youth ages 14-21 offered paid, summer work experiences",5300,5000,6500,8000,8000,9000,0,0,0,0,0,0
15015,Service 798: YouthWorks Summer Job Program,Effectiveness,92268,% of employers that said they would recommend YouthWorks to other organizations seeking entry-level employees,85,90,90,90,92,92,0,0,0,0,0,0
15015,Service 798: YouthWorks Summer Job Program,Outcome,92269,% of YouthWorks participants who increase their work readiness skills as measured by pre- and post assessment tool,80,90,90,90,90,75,0,0,0,0,0,0
15015,Service 798: YouthWorks Summer Job Program,Efficiency,92270,Average $ cost of per participant,1300,1500,1500,1500,1600,1600,0,0,0,0,0,0
15016,Service 800: Workforce Services for WIOA Funded Youth,Efficiency,92263,Average $ cost per participant,4500,4800,5000,5000,5600,5500,0,0,0,0,0,0
15016,Service 800: Workforce Services for WIOA Funded Youth,Effectiveness,92264,% of enrolled youth who earn an occupational or educational credential by the end of the program,66,66,67,60,60,65,0,0,0,0,0,0
15016,Service 800: Workforce Services for WIOA Funded Youth,Output,92265,# of participants served,150,150,153,153,153,198,0,0,0,0,0,0
15016,Service 800: Workforce Services for WIOA Funded Youth,Outcome,92266,"% of youth enrolled in an educational or occupational training program who receive an academic gain, training milestone, or skills progression by the end of the year",65,65,50,60,60,60,0,0,0,0,0,0
15016,Service 800: Workforce Services for WIOA Funded Youth,Effectiveness,99080,"% of satisfactory or above vendor performance ratings, based on youth council quarterly reviews",85,85,85,85,85,85,0,0,0,0,0,0
15018,Service 741: Community Action Partnership,Effectiveness,92856,$ amount of Earned Income Tax Credits received ,1000000,750000,750000,800000,1100000,1100000,0,0,0,0,0,0
15018,Service 741: Community Action Partnership,Output,92857,# of energy applications processed ,30000,30000,30000,30000,30000,30000,0,0,0,0,0,0
15018,Service 741: Community Action Partnership,Output,92858,# of units of service provided to Heads of Households to remove barriers to self sufficiency,45000,45000,45000,45400,45400,50000,0,0,0,0,0,0
15018,Service 741: Community Action Partnership,Output,97851,# of participants enrolled in Case Management ,500,500,500,600,600,600,0,0,0,0,0,0
15019,Service 893: Homelessness Prevention ,Output,92852,# of clients enrolled in Homeless Prevention and Services,1000,1000,1000,2300,2300,2700,0,0,0,0,0,0
15019,Service 893: Homelessness Prevention ,Effectiveness,404412,% of households receiving eviction prevention services that participated in financial literacy and legal counseling services,0,0,0,0,0,25,0,0,0,0,0,0
15019,Service 893: Homelessness Prevention ,Effectiveness,404413,% of homeless households who are first-time homeless ,0,0,0,0,0,63,0,0,0,0,0,0
15020,Service 894: Outreach to the Homeless,Effectiveness,92847,% of persons engaged through street outreach of all contacted,50,50,75,75,60,75,0,0,0,0,0,0
15020,Service 894: Outreach to the Homeless,Output,92850,Number of street outreach contacts,900,900,900,1500,1500,2800,0,0,0,0,0,0
15020,Service 894: Outreach to the Homeless,Outcome,133499,"% of persons who exit from a street outreach project to shelter, transitional, or permanent housing",0,0,0,0,0,0,50,50,50,50,50,50
15021,Service 895: Temporary Housing for the Homeless,Efficiency,92843,"Average length of time that persons are homeless in emergency shelter, housing, and transitional housing projects",100,100,100,90,90,90,0,0,0,0,0,0
15021,Service 895: Temporary Housing for the Homeless,Output,92844,Point-in-time count of sheltered and unsheltered homeless persons,0,0,2700,2700,2600,2380,0,0,0,0,0,0
15021,Service 895: Temporary Housing for the Homeless,Output,92845,Point-in-time count of sheltered homeless persons,2500,2500,2500,2534,2500,2000,0,0,0,0,0,0
15021,Service 895: Temporary Housing for the Homeless,Outcome,133507,% of persons exiting to permanent housing destinations,0,0,0,0,0,0,60,60,60,60,30,30
15022,Service 896: Permanent Housing for the Homeless,Outcome,92840,% of homeless households who return to a homeless services project within 2 years of an exit to permanent housing,0,0,0,10,15,15,0,0,0,0,0,0
15022,Service 896: Permanent Housing for the Homeless,Outcome,92841,% of homeless households retaining permanent housing,0,0,93,95,85,85,0,0,0,0,0,0
15022,Service 896: Permanent Housing for the Homeless,Output,92842,# of permanent housing beds,0,0,3871,4000,4800,5300,0,0,0,0,0,0
15024,Service 803: IT Application Support Services,Effectiveness,92972,% City systems data available in the City Data Warehouse ,10,30,40,40,45,45,0,0,0,0,0,0
15024,Service 803: IT Application Support Services,Output,98068,# of Mainframe applications modernized,35,50,19,19,19,19,0,0,0,0,0,0
15024,Service 803: IT Application Support Services,Outcome,203188,# of datasets made to public on Open Baltimore,10,36,40,778,785,204,0,0,0,0,0,0
15024,Service 803: IT Application Support Services,Efficiency,203189,% of Mainframe Reports provided on self serve dashboards,10,30,40,40,40,40,0,0,0,0,0,0
15025,Service 804: Call Center Services,Output,92966,# of calls received in 311,900000,860000,890000,890000,890000,890000,0,0,0,0,0,0
15025,Service 804: Call Center Services,Effectiveness,92967,% of calls answered within 60 seconds in 311,90,90,90,90,90,90,0,0,0,0,0,0
15025,Service 804: Call Center Services,Effectiveness,196802,Average time to answer a call in 311 (in seconds ),30,30,30,30,30,30,0,0,0,0,0,0
15026,Service 805: Enterprise IT Delivery Services ,Outcome,92958,% of users who are able to complete a BaltimoreCity.gov transaction ,70,99,99,99,99,99,0,0,0,0,0,0
15026,Service 805: Enterprise IT Delivery Services ,Output,92962,% of Help Desk mean acknowledgement response times for critical priority tickets within 15 minutes ,85,100,99,99,99,99,0,0,0,0,0,0
15026,Service 805: Enterprise IT Delivery Services ,Effectiveness,98065,% Availability of critical systems ,98,99,99,99,99,99,0,0,0,0,0,0
15026,Service 805: Enterprise IT Delivery Services ,Effectiveness,98072,% of Helpdesk resolution times for critical priority tickets within 4 hours ,75,99,95,95,99,99,0,0,0,0,0,0
15027,Service 836: Inspector General,Outcome,92893,$ Amount of annual waste identified and reported ,1500000,1500000,1500000,750000,1000000,1000000,0,0,0,0,0,0
15027,Service 836: Inspector General,Outcome,92895,$ Amount saved and recovered due to investigations,250000,750000,1000000,1000000,500000,500000,0,0,0,0,0,0
15027,Service 836: Inspector General,Effectiveness,404375,% of investigations with impact,0,0,0,0,17,20,0,0,0,0,0,0
15027,Service 836: Inspector General,Output,404376,"# of OIG outreach activities conducted to educate and inform city employees, contractors, fund recipients, and citizens on fraud",0,0,0,0,20,25,0,0,0,0,0,0
15027,Service 836: Inspector General,Output,404377,# of hotline complaints,0,0,0,0,300,350,0,0,0,0,0,0
15028,Service 128: Labor Contract Negotiations and Administration,Output,92908,# of training sessions provided to agencies,30,5,2,2,2,2,0,0,0,0,0,0
15028,Service 128: Labor Contract Negotiations and Administration,Efficiency,404386,# of 3rd and 4th step decisions written within 10 days,0,0,0,0,0,62,0,0,0,0,0,0
15028,Service 128: Labor Contract Negotiations and Administration,Effectiveness,404387,# of 3rd and 4th step grievance hearings held,0,0,0,0,0,65,0,0,0,0,0,0
15028,Service 128: Labor Contract Negotiations and Administration,Effectiveness,409818,The total cost of contract negotiations,0,0,0,0,0,50000,0,0,0,0,0,0
15029,Service 185: Board of Municipal and Zoning Appeals,Effectiveness,92891,Hearings per FTE,35,35,35,50,150,150,0,0,0,0,0,0
15029,Service 185: Board of Municipal and Zoning Appeals,Efficiency,200328,% of Appeals Upheld by Judicial Review,0,0,80,80,80,80,0,0,0,0,0,0
15029,Service 185: Board of Municipal and Zoning Appeals,Output,200333,Average # of Days from Public Hearing to Written Resolution,0,0,0,0,0,0,0,0,0,30,30,30
15029,Service 185: Board of Municipal and Zoning Appeals,Effectiveness,200334,Average # of days from filing a zoning appeal to a public hearing,0,0,0,0,0,0,0,0,0,60,60,60
15029,Service 185: Board of Municipal and Zoning Appeals,Output,205951,Total # of Municipal and Zoning Appeals Heard,0,0,0,300,1000,1000,0,0,0,0,0,0
15031,"Service 846: Discrimination Investigations, Resolutions and Concilations",Output,92985,# of complaints authorized for investigation annually,100,100,100,100,75,100,0,0,0,0,0,0
15031,"Service 846: Discrimination Investigations, Resolutions and Concilations",Efficiency,92986,# of complaints closed per investigator annually,32,32,32,32,35,25,0,0,0,0,0,0
15031,"Service 846: Discrimination Investigations, Resolutions and Concilations",Outcome,92988,% of complaints closed through negotiated resolution,35,35,35,35,35,75,0,0,0,0,0,0
15031,"Service 846: Discrimination Investigations, Resolutions and Concilations",Efficiency,92989,% of complaints closed within 250 days after authorization,50,50,50,50,50,75,0,0,0,0,0,0
15031,"Service 846: Discrimination Investigations, Resolutions and Concilations",Output,206778,"Number of events, presentations & trainings to city government agencies and private employers",0,0,0,12,14,30,0,0,0,0,0,0
15032,Service 848: Police Community Relations,Output,92980,"# of collaborative meetings, forums & presentations convened between community & Civilian Review Board",15,15,15,18,20,12,0,0,0,0,0,0
15032,Service 848: Police Community Relations,Efficiency,92981,Average # of investigations completed annually per Civilian Review Board Investigator,40,40,40,40,40,24,0,0,0,0,0,0
15032,Service 848: Police Community Relations,Outcome,92984,% of CRB recommendations that changed Law Enforcement Unit's initial decision,1,2,2,2,2,2,0,0,0,0,0,0
15032,Service 848: Police Community Relations,Effectiveness,206861,# of CRB decisions that include recommendations that are punitive & non-punitive,0,0,0,20,20,20,0,0,0,0,0,0
15032,Service 848: Police Community Relations,Efficiency,206891,% of complaints the Board assigns to investigator within 1 week,0,0,0,75,75,75,0,0,0,0,0,0
15033,Service 878: Disabilities Commission,Output,97925,# of legislative bills reviewed and responded to per year,15,15,15,15,15,15,0,0,0,0,0,0
15033,Service 878: Disabilities Commission,Efficiency,97927,% of citizen ADA and disability complaints-issues successfully resolved per year ,80,85,90,91,91,90,0,0,0,0,0,0
15033,Service 878: Disabilities Commission,Effectiveness,197611,"% of Agencies, with over 50 employees, that have ADA Employment Coordinators",24,28,36,40,30,100,0,0,0,0,0,0
15033,Service 878: Disabilities Commission,Effectiveness,197612,% of Agencies that have ADA Compliant webpages,1,8,45,72,50,25,0,0,0,0,0,0
15033,Service 878: Disabilities Commission,Outcome,197613,# of Department of Justice ADA non-compliant issues per year,24,21,18,15,10,10,0,0,0,0,0,0
15034,Service 762: Historic Preservation,Outcome,92301,% of eligible properties in Baltimore with local or national designation,37,42,42,39,39,40,0,0,0,0,0,0
15034,Service 762: Historic Preservation,Effectiveness,92302,% of completed authorization-to-proceed permit applications processed within two business days,65,85,85,85,88,88,0,0,0,0,0,0
15034,Service 762: Historic Preservation,Output,92303,# of preliminary reviews completed for tax credit applications within 30 days,450,490,450,300,400,307,0,0,0,0,0,0
15034,Service 762: Historic Preservation,Output,92304,# of authorization-to-proceed permits issued for Historic Districts and Landmark Properties,600,775,800,887,1000,865,0,0,0,0,0,0
15034,Service 762: Historic Preservation,Output,97838,# of structures recommended to MCC for local designation ,6,400,400,1610,750,120,0,0,0,0,0,0
15035,Service 765: Planning for a Sustainable Baltimore,Outcome,92296,The City's current Community Rating System (CRS) rating,0,0,0,2500,3000,3000,0,0,0,0,0,0
15035,Service 765: Planning for a Sustainable Baltimore,Effectiveness,92297,% of Baltimore Sustainability Plan strategies initiated,80,84,88,95,15,20,0,0,0,0,0,0
15035,Service 765: Planning for a Sustainable Baltimore,Outcome,92298,# of customers engaged and/or equipped by the Office of Sustainability to promote and/or implement sustainable practices,0,0,0,13000,18000,29000,0,0,0,0,0,0
15035,Service 765: Planning for a Sustainable Baltimore,Effectiveness,92299,% of Climate Action Plan (CAP) recommendations completed,10,10,11,19,21,24,0,0,0,0,0,0
15035,Service 765: Planning for a Sustainable Baltimore,Output,92300,Total area (sq. ft.) of vacant lots greened using Green Pattern Book patterns,600000,600000,700000,1000000,350000,500000,0,0,0,0,0,0
15038,Service 622: Police Patrol,Outcome,92390,Total # of crimes reported,46100,46100,47707,47533,45000,37500,0,0,0,0,0,0
15038,Service 622: Police Patrol,Effectiveness,99720,% of citizens satisfied or very satisfied with police responsiveness,75,75,75,75,75,75,0,0,0,0,0,0
15038,Service 622: Police Patrol,Effectiveness,126462,% of time patrol officers spend on proactive policing ,40,40,20,20,30,30,0,0,0,0,0,0
15039,Service 623: Crime Investigation,Effectiveness,92384,% of homicide cases cleared,60,55,55,60,60,59,0,0,0,0,0,0
15039,Service 623: Crime Investigation,Effectiveness,126461,% of violent crime cases cleared,50,50,40,40,40,40,0,0,0,0,0,0
15040,Service 624: Target Violent Criminals,Effectiveness,92381,% of arrests that include a felony charge,45,15,45,45,45,45,0,0,0,0,0,0
15040,Service 624: Target Violent Criminals,Output,92382,# of gun arrests,210,215,400,350,1300,325,0,0,0,0,0,0
15040,Service 624: Target Violent Criminals,Output,99713,# of guns seized,360,1800,600,425,2000,400,0,0,0,0,0,0
15040,Service 624: Target Violent Criminals,Output,99714,# of search warrants obtained,800,800,400,350,600,300,0,0,0,0,0,0
15041,Service 625: SWAT/ESU,Outcome,92374,"% of incidents resolved without injury to officers, victims, or suspects",100,100,100,100,100,100,0,0,0,0,0,0
15041,Service 625: SWAT/ESU,Outcome,92375,# of felony arrests assisted by SWAT (calendar year),115,120,150,150,150,125,0,0,0,0,0,0
15041,Service 625: SWAT/ESU,Output,92378,# of SWAT deployments for high risk warrant service,260,250,175,175,175,175,0,0,0,0,0,0
15041,Service 625: SWAT/ESU,Output,99749,# of readiness training sessions,75,75,75,75,100,75,0,0,0,0,0,0
15041,Service 625: SWAT/ESU,Output,99758,# of SWAT deployments for barricades and hostage situations,18,13,15,15,20,20,0,0,0,0,0,0
15042,Service 626: Operational and Analytical Intelligence,Effectiveness,92372,# of arrests attributable to CCTV intelligence,1500,1500,633,700,700,320,0,0,0,0,0,0
15042,Service 626: Operational and Analytical Intelligence,Output,92373,# of Computer & Electronic Crimes Unit investigations,1600,1500,1600,1500,1000,1500,0,0,0,0,0,0
15042,Service 626: Operational and Analytical Intelligence,Outcome,203867,% of critical infrastructure in camera footprint,0,0,0,20,40,20,0,0,0,0,0,0
15043,Service 628: Police Internal Affairs,Outcome,92367,# of discourteous complaints (per 100 officers),2.6,4,4,3.1,3,3.1,0,0,0,0,0,0
15043,Service 628: Police Internal Affairs,Effectiveness,92369,% of investigations completed within six months,80,80,60,60,60,60,0,0,0,0,0,0
15043,Service 628: Police Internal Affairs,Outcome,99716,# of misconduct complaints (per 100 officers),3,3.2,12,12,10,58,0,0,0,0,0,0
15043,Service 628: Police Internal Affairs,Effectiveness,99723,% of citizens satisfied or very satisfied with police approachability,70,70,80,80,80,80,0,0,0,0,0,0
15044,Service 632: Records Management,Effectiveness,92364,Average # of minutes to enter Part 1 report into Records Management System,20,20,20,20,20,15,0,0,0,0,0,0
15045,"Service 634: Crowd, Traffic, and Special Events Management",Efficiency,92361,% of cost reimbursed by event organizers for which BPD bills,100,75,75,100,100,100,0,0,0,0,0,0
15045,"Service 634: Crowd, Traffic, and Special Events Management",Output,92362,# of accidents investigated (includes all BPD accidents and fatal or serious civilian vehicle accidents),684,655,805,800,750,800,0,0,0,0,0,0
15045,"Service 634: Crowd, Traffic, and Special Events Management",Output,92363,# of special events staffed (incl. sporting events),250,250,260,260,260,270,0,0,0,0,0,0
15046,Service 635: Recruitment and Training,Outcome,92356,% of hires remaining in Police Department for five years,65,65,60,55,60,55,0,0,0,0,0,0
15046,Service 635: Recruitment and Training,Effectiveness,92357,% of recruits who successfully completed training with grade of 85 or higher,85,85,75,75,80,75,0,0,0,0,0,0
15046,Service 635: Recruitment and Training,Output,92358,# of completed applications received,3500,2300,2500,2750,3000,2750,0,0,0,0,0,0
15046,Service 635: Recruitment and Training,Output,92359,# of recruits hired,240,200,200,200,300,250,0,0,0,0,0,0
15046,Service 635: Recruitment and Training,Efficiency,99717,% of recruits that graduated,0,0,0,0,0,0,90,90,90,80,80,80
15047,Service 637: Special Operations-K9 & Mounted Unit,Outcome,92351,# of arrests assisted by K-9/Mounted,700,700,600,250,150,150,0,0,0,0,0,0
15047,Service 637: Special Operations-K9 & Mounted Unit,Effectiveness,92352,"# of K-9 calls for service (total reactive deployments, e.g. calls or special events)",1150,1150,2100,1150,3000,1300,0,0,0,0,0,0
15047,Service 637: Special Operations-K9 & Mounted Unit,Output,92353,# of events staffed by the Mounted Unit,154,150,180,180,180,180,0,0,0,0,0,0
15047,Service 637: Special Operations-K9 & Mounted Unit,Effectiveness,126127,% of K-9 deployments resulting in drug seizure,30,30,30,30,30,40,0,0,0,0,0,0
15048,Service 638: Marine Unit,Output,92350,# of homeland security checks by marine unit,3000,3000,4000,4500,4700,5000,0,0,0,0,0,0
15048,Service 638: Marine Unit,Output,92354,# of marine unit calls for service,250,250,450,450,500,650,0,0,0,0,0,0
15049,Service 640: Special Operations-Aviation,Outcome,92346,# of helicopter arrest assists,200,200,250,250,300,450,0,0,0,0,0,0
15049,Service 640: Special Operations-Aviation,Output,99765,# of designated hotspot checks,22000,12000,14400,14400,9000,10800,0,0,0,0,0,0
15049,Service 640: Special Operations-Aviation,Outcome,99773,% of citizens feeling safe or very safe in their neighborhood at night,0,0,0,0,0,0,80,80,75,75,75,75
15049,Service 640: Special Operations-Aviation,Output,126128,# of aviation support internal requests for service,33000,40000,41000,41000,8000,30000,0,0,0,0,0,0
15049,Service 640: Special Operations-Aviation,Efficiency,126129,Helicopter availability rate (%),90,90,90,95,96,80,0,0,0,0,0,0
15050,Service 642: Crime Laboratory and Evidence Control,Output,99718,Total # developed suitable prints from crime scenes processed,0,0,0,0,0,0,1209,2000,4000,4500,5000,4500
15050,Service 642: Crime Laboratory and Evidence Control,Effectiveness,99782,% of requests completed yearly,0,0,0,0,0,0,89,70,85,70,75,75
15050,Service 642: Crime Laboratory and Evidence Control,Outcome,99785,# of days to eradicate existing backlog in all units combined,0,0,0,0,0,0,690,640,1000,800,700,800
15050,Service 642: Crime Laboratory and Evidence Control,Output,126149,# of new requests received in all units combined,0,31000,37000,38000,38500,38500,0,0,0,0,0,0
15050,Service 642: Crime Laboratory and Evidence Control,Efficiency,127391,"Database hits as a % of total entries (IBIS, AFIS, CODIS)",0,17,20,22,25,35,0,0,0,0,0,0
15052,Service 661: Public Right of Way Cleaning,Effectiveness,92545,% of alley cleaning service requests closed on time,90,65,70,80,85,80,0,0,0,0,0,0
15052,Service 661: Public Right of Way Cleaning,Outcome,92546,% of citizens rating the city's cleanliness excellent or good,30,23,25,30,35,25,0,0,0,0,0,0
15052,Service 661: Public Right of Way Cleaning,Output,92547,# of miles swept,150000,105000,120000,130000,130000,120000,0,0,0,0,0,0
15052,Service 661: Public Right of Way Cleaning,Output,92548,"# of service requests completed (alleys, streets, lots, graffiti)",75000,80000,70000,71000,85000,80000,0,0,0,0,0,0
15052,Service 661: Public Right of Way Cleaning,Effectiveness,92549,% of service requests escalated,2,0.6,0.5,0.4,0.4,0.32,0,0,0,0,0,0
15053,Service 662: Vacant & Abandon Property Cleaning & Boarding,Outcome,92540,# of citizen complaints related to rats,7500,7000,7000,7200,5500,5200,0,0,0,0,0,0
15053,Service 662: Vacant & Abandon Property Cleaning & Boarding,Efficiency,92542,% of cleaning and boarding requests completed on time,80,90,90,90,90,90,0,0,0,0,0,0
15053,Service 662: Vacant & Abandon Property Cleaning & Boarding,Effectiveness,92543,# of burrows baited ,50000,50000,50000,25000,50000,25000,0,0,0,0,0,0
15053,Service 662: Vacant & Abandon Property Cleaning & Boarding,Efficiency,92544,$ Value of liens billed (in millions),4000000,3500000,3500000,2100000,3000000,3000000,0,0,0,0,0,0
15054,Service 663: Waste Removal and Recycling,Efficiency,92535,% of missed pick-ups,0.04,0.05,0.05,0.05,0.1,0.07,0,0,0,0,0,0
15054,Service 663: Waste Removal and Recycling,Effectiveness,92536,% of service requests completed on time,93,95,95,95,95,90,0,0,0,0,0,0
15054,Service 663: Waste Removal and Recycling,Output,92537,Tonnage collected - mixed refuse,150000,145970,143051,150000,145000,150000,0,0,0,0,0,0
15054,Service 663: Waste Removal and Recycling,Output,92538,Tonnage collected - recycling,34000,34000,34000,30000,35000,30000,0,0,0,0,0,0
15055,Service 664: Waste Re-Use & Disposal,Effectiveness,92530,Cubic yards of methane gas reused,8500000,8500000,8500000,8500000,7000000,7000000,0,0,0,0,0,0
15055,Service 664: Waste Re-Use & Disposal,Efficiency,92531,$ Landfill operating cost per ton of waste disposed,17,21,22,22,22,26,0,0,0,0,0,0
15055,Service 664: Waste Re-Use & Disposal,Output,92534,Tonnage disposed,280000,280000,270000,270000,270000,260000,0,0,0,0,0,0
15055,Service 664: Waste Re-Use & Disposal,Effectiveness,126947,% of non-compliant MDE inspection reports,0,50,25,25,25,25,0,0,0,0,0,0
15055,Service 664: Waste Re-Use & Disposal,Effectiveness,335803,% of waste in tonnage collected by DPW that goes to recycling,0,0,0,0,22,22,0,0,0,0,0,0
15057,Service 671: Water Management,Efficiency,92528,Cost of treatment per million gallons (mg),305,305,305,305,333,333,0,0,0,0,0,0
15057,Service 671: Water Management,Output,92529,Million gallons of water treated per day (MGD),220,220,220,220,220,220,0,0,0,0,0,0
15057,Service 671: Water Management,Outcome,126898,# of Safe Drinking Water Act Violations,0,0,0,0,0,0,0,0,0,0,0,0
15057,Service 671: Water Management,Outcome,335792,# of confirmed distribution system samples outside EPA/MDE compliance,0,0,0,0,0,0,0,0,0,0,0,0
15058,Service 672: Water and Wastewater Consumer Services,Output,243994,% of customers on financial hardship programs,0,0,0,7,8,8,0,0,0,0,0,0
15058,Service 672: Water and Wastewater Consumer Services,Output,243995,# of active City customer accounts,0,0,0,216813,216813,215220,0,0,0,0,0,0
15058,Service 672: Water and Wastewater Consumer Services,Efficiency,243996,# of bills produced during calendar month showing billing timeliness,0,0,0,205972,205972,205972,0,0,0,0,0,0
15058,Service 672: Water and Wastewater Consumer Services,Effectiveness,243997,# of customer service requests submitted for water accounts,0,0,0,14293,13578,13578,0,0,0,0,0,0
15058,Service 672: Water and Wastewater Consumer Services,Effectiveness,335794,% of accounts billed,0,0,96,98,95.9,98,0,0,0,0,0,0
15059,Service 673: Wastewater Management,Effectiveness,92516,% of Significant Industrial Users inspected and sampled,100,100,100,100,100,100,0,0,0,0,0,0
15059,Service 673: Wastewater Management,Outcome,92517,% of time in National Pollutant Discharge Elimination System (NPDES) Permit compliance,100,100,100,100,100,100,0,0,0,0,0,0
15059,Service 673: Wastewater Management,Efficiency,92518,$ Cost of treatment per million gallons,1352,1390,1470,1470,1490,1475,0,0,0,0,0,0
15059,Service 673: Wastewater Management,Output,92519,Million gallons of wastewater treated per day (MGD),199,203,210,210,204,209,0,0,0,0,0,0
15059,Service 673: Wastewater Management,Effectiveness,126943,# of dry-weather overflows,0,354,300,240,150,150,0,0,0,0,0,0
15060,Service 674: Surface Water Management,Outcome,92511,% SWM/ESC Plans Review responses within 14 days,70,80,40,45,45,60,0,0,0,0,0,0
15060,Service 674: Surface Water Management,Effectiveness,92513,# of inlets routinely cleaned on quarterly basis,500,800,1000,1100,1200,1400,0,0,0,0,0,0
15060,Service 674: Surface Water Management,Output,92514,% Construction sites inspected every 2 weeks,95,95,95,95,85,85,0,0,0,0,0,0
15060,Service 674: Surface Water Management,Output,92515,Impervious area (acres) treated/year (construction initiated by City),200,250,200,500,10,350,0,0,0,0,0,0
15061,Service 675: Engineering and Construction Management - Water and Wastewater,Effectiveness,92506,% of projects completed on time and within budget,70,70,70,70,50,50,0,0,0,0,0,0
15061,Service 675: Engineering and Construction Management - Water and Wastewater,Efficiency,92507,Cost/linear foot to rehabilitate water distribution system (Capital Improvement Program),475,505,460,500,450,350,0,0,0,0,0,0
15061,Service 675: Engineering and Construction Management - Water and Wastewater,Output,92509,Linear Feet of wastewater collection system rehabilitated/replaced,596025,293685,298608,298608,205000,180000,0,0,0,0,0,0
